cluster_id,size,top_10_keywords,sample_fragment
570,32,"urgent, cliente, reembolso, proceso, cuya, termina, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9575? Urgent....
571,18,"customer, ends, process, refund, card, thanks, 1866, 8596, 8006, 7066",How do I process a refund for a customer whose card ends in 6996? Thanks....
572,24,"ends, customer, process, refund, card, thanks, 4916, 2076, 9556, 5116",How do I process a refund for a customer whose card ends in 8776? Thanks....
573,18,"refund, ends, customer, process, card, 2905, 3795, 7195, 6325, 7635",How do I process a refund for a customer whose card ends in 3795?...
574,27,"customer, ends, refund, process, card, 9525, 9715, 6575, 8635, 3685",How do I process a refund for a customer whose card ends in 4755?...
575,39,"pls, ends, refund, customer, process, card, 1678, 9148, 5218, 3648",How do I process a refund for a customer whose card ends in 4568? Pls....
576,34,"pls, refund, customer, process, ends, card, 7559, 9279, 8499, 8619",How do I process a refund for a customer whose card ends in 4719? Pls....
577,40,"pls, ends, customer, process, refund, card, 4156, 1136, 9396, 8936",How do I process a refund for a customer whose card ends in 4156? Pls....
578,25,"pls, ends, process, refund, customer, card, 8215, 2343, 8395, 8165",How do I process a refund for a customer whose card ends in 7055? Pls....
579,17,"pls, process, customer, refund, ends, card, 8319, 8586, 2366, 7939",How do I process a refund for a customer whose card ends in 5879? Pls....
580,32,"refund, ends, process, customer, card, help, 6471, 9911, 7941, 7111",How do I process a refund for a customer whose card ends in 1591? Help....
581,31,"asap, process, refund, customer, ends, card, 9518, 9998, 8388, 2648",How do I process a refund for a customer whose card ends in 6348? ASAP....
582,34,"reembolso, proceso, cuya, termina, cliente, cómo, tarjeta, en, para, 4743",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 1173?...
583,29,"pls, reembolso, proceso, cuya, cliente, termina, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9809? Pls....
584,15,"advise, cliente, proceso, reembolso, cuya, termina, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5015? Please advise....
585,16,"advise, cuya, cliente, proceso, termina, reembolso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 1699? Please advise....
586,30,"pls, process, ends, refund, customer, card, 2953, 5923, 8903, 2053",How do I process a refund for a customer whose card ends in 4913? Pls....
587,41,"pls, refund, process, ends, customer, card, 7285, 7925, 4035, 9545",How do I process a refund for a customer whose card ends in 6685? Pls....
588,29,"asap, ends, process, customer, refund, card, 9055, 9635, 1075, 2545",How do I process a refund for a customer whose card ends in 2545? ASAP....
589,37,"termina, reembolso, cuya, proceso, cliente, tarjeta, cómo, en, para, 3309",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 7979?...
590,37,"cuya, cliente, termina, proceso, reembolso, cómo, tarjeta, en, para, 6315",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9565?...
591,18,"reembolso, cuya, cliente, termina, proceso, tarjeta, cómo, en, para, 4886",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5196?...
592,17,"cuya, cliente, proceso, reembolso, termina, cómo, tarjeta, en, para, 1766",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 9436?...
593,28,"reembolso, cuya, cliente, termina, proceso, cómo, tarjeta, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2101? Help....
594,21,"urgent, proceso, reembolso, cliente, termina, cuya, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6729? Urgent....
595,15,"urgent, cuya, cliente, termina, reembolso, proceso, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2989? Urgent....
596,15,"urgent, cuya, termina, proceso, reembolso, cliente, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2903? Urgent....
597,18,"urgent, cliente, proceso, termina, reembolso, cuya, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 6353? Urgent....
598,422,"dispute, need, charge, file, account, corporate, thanks, 08, 44, 00",I need to file a dispute for a charge of $65.33 on my corporate account. Thanks....
599,28,"asap, customer, process, ends, refund, card, 9019, 5709, 4749, 4119",How do I process a refund for a customer whose card ends in 8829? ASAP....
600,34,"asap, customer, ends, refund, process, card, 1686, 5016, 9576, 5416",How do I process a refund for a customer whose card ends in 4406? ASAP....
601,38,"reembolso, cliente, proceso, termina, cuya, cómo, tarjeta, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2710? Help....
602,39,"urgent, cliente, cuya, reembolso, proceso, termina, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 2816? Urgent....
603,33,"urgent, reembolso, cuya, proceso, cliente, termina, cómo, tarjeta, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 1398? Urgent....
604,442,"cargo, necesito, una, disputa, cuenta, presentar, por, mi, corporativa, en",Necesito presentar una disputa por un cargo de $4554.25 en mi cuenta corporativa. Help....
605,28,"ends, refund, customer, process, card, help, 8624, 6384, 9194, 8594",How do I process a refund for a customer whose card ends in 5064? Help....
606,34,"pls, reembolso, cuya, proceso, termina, cliente, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5835? Pls....
607,34,"pls, proceso, reembolso, cuya, cliente, termina, tarjeta, cómo, en, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 8828? Pls....
608,442,"necesito, disputa, cuenta, una, presentar, cargo, mi, por, corporativa, en",Necesito presentar una disputa por un cargo de $717.24 en mi cuenta corporativa. Thanks....
609,42,"customer, refund, process, ends, card, help, 3776, 9766, 1086, 6646",How do I process a refund for a customer whose card ends in 5416? Help....
610,30,"cliente, reembolso, cuya, proceso, termina, cómo, tarjeta, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 5278? Help....
611,48,"termina, reembolso, proceso, cliente, cuya, tarjeta, cómo, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 8886? Help....
612,28,"ends, process, refund, customer, card, help, 9258, 3278, 8388, 7198",How do I process a refund for a customer whose card ends in 2488? Help....
613,34,"proceso, cliente, cuya, reembolso, termina, cómo, tarjeta, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3273? Help....
614,421,"presentar, necesito, una, cuenta, cargo, disputa, mi, corporativa, por, en",Necesito presentar una disputa por un cargo de $4254.78 en mi cuenta corporativa....
615,484,"disputa, una, cuenta, necesito, cargo, presentar, mi, por, corporativa, pls",Necesito presentar una disputa por un cargo de $1169.20 en mi cuenta corporativa. Pls....
616,31,"process, refund, ends, customer, card, help, 9669, 8839, 8869, 4919",How do I process a refund for a customer whose card ends in 1129? Help....
617,37,"cliente, cuya, reembolso, proceso, termina, tarjeta, cómo, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3909? Help....
618,40,"cliente, reembolso, proceso, cuya, termina, cómo, tarjeta, en, help, para",¿Cómo proceso un reembolso para un cliente cuya tarjeta termina en 3855? Help....
619,47,"refund, ends, process, customer, card, help, 3455, 7865, 5575, 8975",How do I process a refund for a customer whose card ends in 2385? Help....
620,35,"customer, ends, process, refund, card, help, 5953, 9583, 8623, 2263",How do I process a refund for a customer whose card ends in 9793? Help....
621,34,"ends, refund, process, customer, card, help, 5170, 8340, 1460, 9760",How do I process a refund for a customer whose card ends in 3310? Help....
622,479,"account, charge, file, dispute, need, corporate, 72, 79, 32, 51",I need to file a dispute for a charge of $1466.79 on my corporate account....
623,425,"dispute, charge, need, account, file, corporate, pls, 36, 13, 84",I need to file a dispute for a charge of $1698.62 on my corporate account. Pls....
